type,lat,lon,start_year,life_years,total_mass_ton,area_m2,volume_m3,annual_msw_ton,annual_ch4_tonnes,annual_co2e_tonnes,center_x_px,center_y_px,image_name,radius
Unsanitary,45.2017398,19.7038667,1970,55,330000.0,330000.0,825000.0,6000.0,7.14,178.6,277.04,179.37,tile_block_217_130.jpg,362.36
Unsanitary,45.090889,20.979096,2000,25,85000.0,85000.0,212500.0,3400.0,2.58,64.49,76.05,510.69,tile_block_242_326.jpg,183.9
Unsanitary,45.044369,20.860375,2000,25,48725.0,48725.0,121812.5,1949.0,1.48,36.97,452.91,37.27,tile_block_253_307.jpg,139.24
Unsanitary,45.060005,21.018658,2000,25,59525.0,59525.0,148812.5,2381.0,1.81,45.16,118.0,357.6,tile_block_249_332.jpg,153.9
Unsanitary,43.45,21.02,1970,55,265595.0,265595.0,663987.5,4829.0,5.75,143.74,267.22,497.3,tile_block_598_332.jpg,325.08
Unsanitary,45.787467,19.618383,1987,38,117800.0,117800.0,294500.0,3100.0,3.07,76.7,314.61,19.8,tile_block_90_119.jpg,216.5
Unsanitary,45.615375,19.736438,2006,19,399000.0,399000.0,997500.0,21000.0,12.99,324.72,484.92,347.14,tile_block_127_136.jpg,398.44
Unsanitary,45.222989,20.7940327,2011,14,147000.0,147000.0,367500.0,10500.0,5.04,126.12,398.72,151.23,tile_block_214_297.jpg,241.85
Unsanitary,45.3631842,19.6180128,1985,40,47360.0,47360.0,118400.0,1184.0,1.21,30.14,497.69,52.25,tile_block_182_117.jpg,137.27
Unsanitary,44.8665327,20.977646,2010,15,16950.0,16950.0,42375.0,1130.0,0.58,14.4,467.08,345.71,tile_block_291_325.jpg,82.12
Unsanitary,44.8511724,21.0400591,1950,75,73500.0,73500.0,183750.0,980.0,1.31,32.85,278.43,3.46,tile_block_295_335.jpg,171.01
Unsanitary,44.7467258,20.9630099,1980,45,548100.0,548100.0,1370250.0,12180.0,13.2,329.89,328.8,341.86,tile_block_317_323.jpg,466.99
Unsanitary,44.7701096,20.9094028,1950,75,121500.0,121500.0,303750.0,1620.0,2.17,54.3,184.06,301.0,tile_block_312_315.jpg,219.87
Unsanitary,44.7147421,20.8746521,2003,22,20900.0,20900.0,52250.0,950.0,0.66,16.43,496.77,303.7,tile_block_324_309.jpg,91.19
Unsanitary,44.8301833,20.8673946,1950,75,138750.0,138750.0,346875.0,1850.0,2.48,62.01,454.84,279.25,tile_block_299_308.jpg,234.96
Unsanitary,44.8023496,21.2041897,1950,75,67500.0,67500.0,168750.0,900.0,1.21,30.16,461.51,287.4,tile_block_305_360.jpg,163.88
Unsanitary,44.7849088,21.071952,1950,75,75000.0,75000.0,187500.0,1000.0,1.34,33.52,245.1,194.54,tile_block_309_340.jpg,172.75
Unsanitary,45.895785,20.103254,2002,23,25767.0,25767.0,64417.5,1120.3,0.8,20.02,249.72,298.46,tile_block_67_193.jpg,101.25
Unsanitary,45.22377,20.0215,1989,36,99936.0,99936.0,249840.0,2776.0,2.66,66.58,165.03,131.43,tile_block_213_179.jpg,199.41
Unsanitary,45.18149,20.04076,1990,35,37660.0,37660.0,94150.0,1076.0,1.02,25.38,85.29,238.52,tile_block_222_182.jpg,122.41
Unsanitary,45.29047,20.02215,1988,37,67081.0,67081.0,167702.5,1813.0,1.77,44.18,305.89,402.2,tile_block_198_179.jpg,163.37
Unsanitary,45.016111,19.846553,1984,41,738000.0,738000.0,1845000.0,18000.0,18.58,464.4,437.21,490.77,tile_block_257_151.jpg,541.89
Unsanitary,45.12371,20.171451,1989,36,112320.0,112320.0,280800.0,3120.0,2.99,74.83,47.35,114.95,tile_block_235_202.jpg,211.4
Unsanitary,45.2,20.1,2019,6,9984.0,9984.0,24960.0,1664.0,0.35,8.69,154.46,283.79,tile_block_218_191.jpg,63.03
Unsanitary,45.7958676,20.1013361,1985,40,320000.0,320000.0,800000.0,8000.0,8.15,203.65,488.0,133.96,tile_block_89_192.jpg,356.82
Unsanitary,45.362196,19.311885,1987,38,77102.0,77102.0,192755.0,2029.0,2.01,50.2,72.85,216.87,tile_block_181_71.jpg,175.15
Unsanitary,45.73294,19.372397,1990,35,109375.0,109375.0,273437.5,3125.0,2.95,73.72,15.39,85.84,tile_block_101_82.jpg,208.61
Unsanitary,45.4124,19.2526,1976,49,147000.0,147000.0,367500.0,3000.0,3.39,84.72,158.96,172.41,tile_block_170_62.jpg,241.85
Unsanitary,45.3337,19.3256,1990,35,420000.0,420000.0,1050000.0,12000.0,11.32,283.1,57.13,333.03,tile_block_187_73.jpg,408.79
Unsanitary,45.6043274,20.1837872,1951,74,703000.0,703000.0,1757500.0,9500.0,12.68,316.98,22.82,490.96,tile_block_130_205.jpg,528.88
Unsanitary,42.676906,22.056099,1970,55,0.0,0.0,0.0,0.0,0.0,0.0,187.95,304.61,tile_block_765_498.jpg,0.0
Unsanitary,44.904343,21.382778,1994,31,155217.0,155217.0,388042.5,5007.0,4.39,109.65,195.92,170.53,tile_block_283_388.jpg,248.51
Unsanitary,43.983624,19.939454,1981,44,3000.0,3000.0,7500.0,68.18,0.07,1.83,125.1,77.33,tile_block_482_163.jpg,34.55
Unsanitary,45.2926441,21.2926441,1966,59,2360000.0,2360000.0,5900000.0,40000.0,49.06,1226.57,92.12,72.06,tile_block_199_374.jpg,969.03
Unsanitary,46.075846,20.1027,1984,41,0.0,0.0,0.0,0.0,0.0,0.0,432.08,260.1,tile_block_28_193.jpg,0.0
Unsanitary,43.9368,20.7338,1981,44,35904.0,35904.0,89760.0,816.0,0.87,21.85,324.01,158.17,tile_block_493_287.jpg,119.52
Unsanitary,43.035496,20.425255,1999,26,780000.0,780000.0,1950000.0,30000.0,23.39,584.75,469.4,289.16,tile_block_688_237.jpg,557.09
Unsanitary,43.65,21.82,1970,55,687500.0,687500.0,1718750.0,12500.0,14.88,372.08,265.12,487.05,tile_block_554_458.jpg,523.02
Unsanitary,44.4752325,20.0887888,2004,21,240550.0,240550.0,601375.0,11454.76,7.65,191.31,419.04,400.18,tile_block_375_187.jpg,309.37
Unsanitary,42.3821709,22.0594989,1992,33,2970.0,2970.0,7425.0,90.0,0.08,2.05,363.66,260.75,tile_block_829_499.jpg,34.38
Unsanitary,44.4770813,20.0894164,1965,60,849000.0,849000.0,2122500.0,14150.0,17.48,436.89,471.24,195.37,tile_block_375_187.jpg,581.21
Unsanitary,46.079331,19.686445,1978,47,2115000.0,2115000.0,5287500.0,45000.0,49.82,1245.51,507.18,449.55,tile_block_26_130.jpg,917.35
Unsanitary,44.45318,19.422962,1994,31,0.0,0.0,0.0,0.0,0.0,0.0,153.41,507.99,tile_block_378_84.jpg,0.0
Unsanitary,44.4646783,21.679741,2002,23,51750.0,51750.0,129375.0,2250.0,1.61,40.2,495.52,215.58,tile_block_378_434.jpg,143.49
Unsanitary,43.126827,21.221966,2003,22,233178.0,233178.0,582945.0,10599.0,7.33,183.3,319.83,11.22,tile_block_669_364.jpg,304.6
Unsanitary,44.7457,21.5464,1992,33,216424.0,216424.0,541060.0,6558.3,5.97,149.33,431.75,311.28,tile_block_317_413.jpg,293.45
Unsanitary,45.375949,19.2052207,1990,35,169470.0,169470.0,423675.0,4842.0,4.57,114.23,457.32,44.27,tile_block_178_54.jpg,259.67
Unsanitary,43.7845,20.2703,1982,43,0.0,0.0,0.0,0.0,0.0,0.0,350.55,465.1,tile_block_525_214.jpg,0.0
Unsanitary,44.1,21.3,1995,30,380.0,380.0,950.0,12.67,0.01,0.27,132.8,454.53,tile_block_457_376.jpg,12.3
Unsanitary,45.8621904,19.1159462,1991,34,1428000.0,1428000.0,3570000.0,42000.0,38.95,973.82,369.36,135.96,tile_block_72_43.jpg,753.78
Unsanitary,45.127541,20.500531,2009,16,53600.0,53600.0,134000.0,3350.0,1.8,45.08,330.64,413.92,tile_block_234_252.jpg,146.04
Unsanitary,44.0,21.0,1980,45,328000.0,328000.0,820000.0,7288.89,7.9,197.42,185.0,341.16,tile_block_479_329.jpg,361.26
Unsanitary,42.4572,21.79063,2015,10,180.0,180.0,450.0,18.0,0.01,0.16,168.48,362.57,tile_block_813_456.jpg,8.46
Unsanitary,44.7743084,19.4726886,1990,35,208000.0,208000.0,520000.0,5942.86,5.61,140.2,169.73,240.01,tile_block_309_93.jpg,287.68
Unsanitary,44.833814,19.4535269,1990,35,254080.0,254080.0,635200.0,7259.43,6.85,171.26,315.33,257.25,tile_block_296_90.jpg,317.95
Unsanitary,44.54,19.2,1965,60,1800000.0,1800000.0,4500000.0,30000.0,37.05,926.26,34.51,225.93,tile_block_359_50.jpg,846.28
Unsanitary,44.2700821,20.6796526,1970,55,495000.0,495000.0,1237500.0,9000.0,10.72,267.9,218.22,501.13,tile_block_420_279.jpg,443.8
Unsanitary,43.0,21.0,1964,61,0.0,0.0,0.0,0.0,0.0,0.0,185.0,295.2,tile_block_696_329.jpg,0.0
Unsanitary,45.382546,18.575417,1978,47,514650.0,514650.0,1286625.0,10950.0,12.12,303.07,319.32,66.49,tile_block_174_-42.jpg,452.52
Unsanitary,44.729943,21.193231,1985,40,0.0,0.0,0.0,0.0,0.0,0.0,125.93,140.64,tile_block_321_359.jpg,0.0
Unsanitary,43.678714,20.86053,2015,10,300000.0,300000.0,750000.0,30000.0,10.6,265.04,206.95,175.23,tile_block_549_307.jpg,345.49
Unsanitary,44.643901,21.179896,1989,36,1264754.4,1264754.4,3161886.0,35132.07,33.71,842.66,115.11,484.71,tile_block_339_357.jpg,709.39
Unsanitary,43.3062479,21.3246058,1977,48,715536.0,715536.0,1788840.0,14907.0,16.67,416.84,399.31,26.83,tile_block_630_380.jpg,533.58
Unsanitary,44.404548,21.946732,2004,21,37800.0,37800.0,94500.0,1800.0,1.2,30.06,306.83,27.49,tile_block_391_476.jpg,122.64
Unsanitary,43.513472,21.071201,1983,42,63000.0,63000.0,157500.0,1500.0,1.57,39.2,307.92,101.98,tile_block_585_340.jpg,158.33
Unsanitary,45.479018,19.261676,1999,26,366600.0,366600.0,916500.0,14100.0,10.99,274.83,5.19,466.86,tile_block_155_64.jpg,381.92
Unsanitary,44.5931,21.2322,2006,19,70300.0,70300.0,175750.0,3700.0,2.29,57.21,182.98,485.2,tile_block_350_365.jpg,167.25
Unsanitary,45.02702,20.1848,1991,34,1105000.0,1105000.0,2762500.0,32500.0,30.14,753.55,476.97,114.8,tile_block_256_203.jpg,663.07
Unsanitary,44.56,22.56,1997,28,238000.0,238000.0,595000.0,8500.0,6.97,174.22,170.5,444.59,tile_block_355_571.jpg,307.73
Unsanitary,45.246702,19.499267,1984,41,3444000.0,3444000.0,8610000.0,84000.0,86.69,2167.22,173.06,26.1,tile_block_207_99.jpg,1170.61
Unsanitary,45.0888835,20.0496178,1981,44,682000.0,682000.0,1705000.0,15500.0,16.6,415.04,148.25,294.39,tile_block_242_183.jpg,520.92
Unsanitary,43.720387,21.3889681,1986,39,273000.0,273000.0,682500.0,7000.0,7.03,175.73,284.26,90.89,tile_block_540_390.jpg,329.58
Unsanitary,43.5672622,21.6806705,1989,36,413967.6,413967.6,1034919.0,11499.1,11.03,275.81,368.29,49.53,tile_block_573_436.jpg,405.85
Unsanitary,43.3999438,21.0383712,1969,56,208000.0,208000.0,520000.0,3714.29,4.46,111.43,220.21,423.85,tile_block_609_335.jpg,287.68
Unsanitary,43.858029,19.872087,1973,52,195000.0,195000.0,487500.0,3750.0,4.35,108.87,163.98,131.14,tile_block_509_152.jpg,278.55
Unsanitary,45.136345,19.203782,1982,43,430000.0,430000.0,1075000.0,10000.0,10.58,264.6,263.78,35.83,tile_block_230_53.jpg,413.63
Unsanitary,44.06742,22.13158,1990,35,821940.0,821940.0,2054850.0,23484.0,22.16,554.02,181.83,422.5,tile_block_463_506.jpg,571.87
Unsanitary,44.1143,21.731,1992,33,1700.0,1700.0,4250.0,51.52,0.05,1.17,311.7,186.23,tile_block_454_443.jpg,26.01
Unsanitary,46.089054,20.017072,1981,44,0.0,0.0,0.0,0.0,0.0,0.0,484.94,250.33,tile_block_25_180.jpg,0.0
Unsanitary,45.0,19.0,1974,51,765000.0,765000.0,1912500.0,15000.0,17.27,431.63,250.36,469.83,tile_block_258_21.jpg,551.71
Unsanitary,44.2699,19.9235,1990,35,1330000.0,1330000.0,3325000.0,38000.0,35.86,896.47,285.64,7.82,tile_block_420_161.jpg,727.45
Unsanitary,43.7195,21.389,1980,45,225000.0,225000.0,562500.0,5000.0,5.42,135.42,287.3,189.39,tile_block_540_390.jpg,299.21
Unsanitary,43.976582,21.276852,1970,55,0.0,0.0,0.0,0.0,0.0,0.0,374.09,344.89,tile_block_484_372.jpg,0.0
Unsanitary,43.2965,19.9378,2008,17,127500.0,127500.0,318750.0,7500.0,4.24,106.1,39.99,100.79,tile_block_631_161.jpg,225.23
Unsanitary,44.62,20.2,1985,40,2800000.0,2800000.0,7000000.0,70000.0,71.28,1781.98,205.36,284.14,tile_block_344_205.jpg,1055.5
Unsanitary,43.021,21.5726,1988,37,182580.0,182580.0,456450.0,4934.59,4.81,120.25,248.84,364.12,tile_block_691_420.jpg,269.53
Unsanitary,43.1409,21.5126,2003,22,51636.0,51636.0,129090.0,2347.09,1.62,40.59,398.62,392.8,tile_block_665_410.jpg,143.34
Unsanitary,43.0479,21.8436,2000,25,54405.0,54405.0,136012.5,2176.2,1.65,41.27,284.18,262.69,tile_block_685_463.jpg,147.13
Unsanitary,42.9715,21.9365,1980,45,424945.0,424945.0,1062362.5,9443.22,10.23,255.77,265.09,474.63,tile_block_701_478.jpg,411.19
Unsanitary,45.592039,20.046126,1965,60,1200000.0,1200000.0,3000000.0,20000.0,24.7,617.51,23.46,201.69,tile_block_133_184.jpg,690.99
Unsanitary,45.2363348,21.1289255,1980,45,139500.0,139500.0,348750.0,3100.0,3.36,83.96,64.44,217.17,tile_block_211_349.jpg,235.6
Unsanitary,43.6652,21.5625875,1986,39,42900.0,42900.0,107250.0,1100.0,1.1,27.61,486.85,507.81,tile_block_551_417.jpg,130.65
Unsanitary,44.8861517,20.6257616,1964,61,11000000.0,11000000.0,27500000.0,180327.87,224.19,5604.85,326.94,146.46,tile_block_287_271.jpg,2092.07
Unsanitary,44.3953882,19.5607467,1970,55,220000.0,220000.0,550000.0,4000.0,4.76,119.07,250.93,473.45,tile_block_391_105.jpg,295.86
Unsanitary,42.9752013,22.1170878,1980,45,15750.0,15750.0,39375.0,350.0,0.38,9.48,138.01,395.7,tile_block_700_507.jpg,79.16
Unsanitary,44.239864,22.556559,1959,66,538890.0,538890.0,1347225.0,8165.0,10.46,261.62,61.3,169.4,tile_block_425_572.jpg,463.05
Unsanitary,44.651648,20.951778,1971,54,2160000.0,2160000.0,5400000.0,40000.0,47.24,1181.12,457.41,150.78,tile_block_338_321.jpg,927.06
Unsanitary,44.034167,20.931949,1968,57,13788585.0,13788585.0,34471462.5,241905.0,292.48,7311.93,364.2,128.04,tile_block_472_318.jpg,2342.29
Unsanitary,43.4939197,19.6327993,1983,42,840000.0,840000.0,2100000.0,20000.0,20.91,522.69,234.92,344.04,tile_block_587_113.jpg,578.12
Unsanitary,43.5995715,20.9820633,1991,34,315928.0,315928.0,789820.0,9292.0,8.62,215.45,273.3,270.15,tile_block_566_326.jpg,354.55
Unsanitary,42.324183,21.633724,1995,30,144750.0,144750.0,361875.0,4825.0,4.14,103.47,177.38,392.65,tile_block_842_431.jpg,239.99
Unsanitary,43.73,20.71,1971,54,2152419.5,2152419.5,5381048.75,39859.62,47.08,1176.98,381.33,79.89,tile_block_538_283.jpg,925.43
Unsanitary,43.807785,21.872181,1994,31,142972.0,142972.0,357430.0,4612.0,4.04,101.0,192.81,328.07,tile_block_520_466.jpg,238.51
Unsanitary,44.818424,20.081981,2010,15,112500.0,112500.0,281250.0,7500.0,3.82,95.59,306.88,160.19,tile_block_301_187.jpg,211.57
Unsanitary,42.52613,21.91062,1962,63,0.0,0.0,0.0,0.0,0.0,0.0,224.24,289.73,tile_block_798_475.jpg,0.0
Unsanitary,42.48678,22.48848,1974,51,198900.0,198900.0,497250.0,3900.0,4.49,112.22,146.64,403.48,tile_block_805_568.jpg,281.32
Unsanitary,44.37389,20.19381,2023,2,20400.0,20400.0,51000.0,10200.0,0.45,11.37,468.66,480.64,tile_block_397_203.jpg,90.09
Unsanitary,45.3540472,20.3644608,1986,39,1560000.0,1560000.0,3900000.0,40000.0,40.17,1004.16,68.24,263.79,tile_block_185_232.jpg,787.85
Unsanitary,44.632601,19.789862,1994,31,99200.0,99200.0,248000.0,3200.0,2.8,70.08,455.95,19.46,tile_block_341_141.jpg,198.67
Unsanitary,43.026099,22.812156,1970,55,27500.0,27500.0,68750.0,500.0,0.6,14.88,374.06,411.52,tile_block_687_617.jpg,104.6
Unsanitary,43.291414,20.6367963,1984,41,287000.0,287000.0,717500.0,7000.0,7.22,180.6,417.14,125.31,tile_block_633_271.jpg,337.93
Unsanitary,44.729943,21.193231,1985,40,0.0,0.0,0.0,0.0,0.0,0.0,125.93,140.64,tile_block_321_359.jpg,0.0
Unsanitary,44.643901,21.179896,1989,36,1264754.52,1264754.52,3161886.3,35132.07,33.71,842.66,115.11,484.71,tile_block_339_357.jpg,709.39
Unsanitary,43.2884718,21.8854718,1968,57,6302889.0,6302889.0,15757222.5,110577.0,133.69,3342.35,339.97,135.47,tile_block_633_469.jpg,1583.62
Unsanitary,42.714218,22.140422,1981,44,451440.0,451440.0,1128600.0,10260.0,10.99,274.73,385.05,167.54,tile_block_757_511.jpg,423.82
Unsanitary,43.580309,22.262006,1950,75,975000.0,975000.0,2437500.0,13000.0,17.43,435.71,188.12,99.96,tile_block_569_528.jpg,622.85
Unsanitary,45.311,19.842295,1963,62,22747899.82,22747899.82,56869749.55,366901.61,459.11,11477.65,59.16,494.64,tile_block_193_152.jpg,3008.5
Unsanitary,43.7105736,19.6739422,2002,23,154.0,154.0,385.0,6.7,0.0,0.12,361.6,399.94,tile_block_540_120.jpg,7.83
Unsanitary,44.4022255,19.3312337,1980,45,171600.0,171600.0,429000.0,3813.33,4.13,103.28,419.9,391.06,tile_block_389_69.jpg,261.3
Unsanitary,43.966106,22.357016,1965,60,764640.0,764640.0,1911600.0,12744.0,15.74,393.48,500.85,138.63,tile_block_485_541.jpg,551.58
Unsanitary,44.3825454,20.9979128,1990,35,0.0,0.0,0.0,0.0,0.0,0.0,18.74,347.25,tile_block_396_329.jpg,0.0
Unsanitary,43.2660422,21.7040037,2000,25,5000.0,5000.0,12500.0,200.0,0.15,3.79,487.08,206.4,tile_block_638_440.jpg,44.6
Unsanitary,45.4239165,19.8547558,1965,60,467500.0,467500.0,1168750.0,7791.67,9.62,240.57,190.39,252.23,tile_block_169_154.jpg,431.29
Unsanitary,43.2884718,21.8854718,1968,57,6302889.0,6302889.0,15757222.5,110577.0,133.69,3342.35,339.97,135.47,tile_block_633_469.jpg,1583.62
Unsanitary,44.0,21.0,1970,55,550000.0,550000.0,1375000.0,10000.0,11.91,297.67,185.0,341.16,tile_block_479_329.jpg,467.8
Unsanitary,43.4576345,22.2032516,1987,38,152380.0,152380.0,380950.0,4010.0,3.97,99.21,249.45,482.52,tile_block_595_519.jpg,246.23
Unsanitary,42.52613,21.91062,1962,63,0.0,0.0,0.0,0.0,0.0,0.0,224.24,289.73,tile_block_798_475.jpg,0.0
Unsanitary,43.459331,19.796631,1986,39,0.0,0.0,0.0,0.0,0.0,0.0,113.77,293.98,tile_block_595_139.jpg,0.0
Unsanitary,44.404548,21.946732,2004,21,33600.0,33600.0,84000.0,1600.0,1.07,26.72,306.83,27.49,tile_block_391_476.jpg,115.62
Unsanitary,43.0,19.0,2008,17,297.5,297.5,743.75,17.5,0.01,0.25,493.93,402.36,tile_block_692_10.jpg,10.88
Unsanitary,42.676906,22.056099,1970,55,370000.0,370000.0,925000.0,6727.27,8.01,200.25,187.95,304.61,tile_block_765_498.jpg,383.69
Unsanitary,43.4939197,19.6327993,1983,42,134400.0,134400.0,336000.0,3200.0,3.35,83.63,234.92,344.04,tile_block_587_113.jpg,231.25
Unsanitary,45.016111,19.846553,1984,41,779000.0,779000.0,1947500.0,19000.0,19.61,490.2,437.21,490.77,tile_block_257_151.jpg,556.74
Unsanitary,43.46204,20.061617,1965,60,19.5,19.5,48.75,0.33,0.0,0.01,50.36,268.75,tile_block_595_181.jpg,2.79
Unsanitary,45.8912,20.1031,2002,23,186585.0,186585.0,466462.5,8112.39,5.8,144.95,232.05,295.74,tile_block_68_193.jpg,272.47
Unsanitary,44.477232,19.822436,1980,45,472500.0,472500.0,1181250.0,10500.0,11.38,284.39,230.76,419.52,tile_block_374_146.jpg,433.59
Unsanitary,43.983624,19.939454,1981,44,7500.0,7500.0,18750.0,170.45,0.18,4.56,125.1,77.33,tile_block_482_163.jpg,54.63
Unsanitary,43.109,22.56,2010,15,30000.0,30000.0,75000.0,2000.0,1.02,25.49,138.1,321.81,tile_block_670_577.jpg,109.25
Unsanitary,43.182,22.569,1990,35,0.0,0.0,0.0,0.0,0.0,0.0,206.54,393.2,tile_block_654_578.jpg,0.0
Unsanitary,43.8781763,21.3475269,1975,50,825000.0,825000.0,2062500.0,16500.0,18.82,470.44,456.61,501.01,tile_block_505_383.jpg,572.94
Unsanitary,45.479018,19.261676,1999,26,312000.0,312000.0,780000.0,12000.0,9.36,233.9,5.19,466.86,tile_block_155_64.jpg,352.34
Unsanitary,43.6652,21.5625875,1986,39,39000.0,39000.0,97500.0,1000.0,1.0,25.1,486.85,507.81,tile_block_551_417.jpg,124.57
Unsanitary,43.858029,19.872087,1973,52,195000.0,195000.0,487500.0,3750.0,4.35,108.87,163.98,131.14,tile_block_509_152.jpg,278.55
Unsanitary,43.2356538,21.5980195,1992,33,7600.0,7600.0,19000.0,230.3,0.21,5.24,101.95,64.12,tile_block_645_424.jpg,54.99
Unsanitary,43.4576345,22.2032516,1987,38,152000.0,152000.0,380000.0,4000.0,3.96,98.97,249.45,482.52,tile_block_595_519.jpg,245.92
Unsanitary,43.7845,20.2703,1982,43,0.0,0.0,0.0,0.0,0.0,0.0,350.55,465.1,tile_block_525_214.jpg,0.0
Unsanitary,45.0,20.0,1991,34,835380.0,835380.0,2088450.0,24570.0,22.79,569.68,217.7,393.23,tile_block_261_175.jpg,576.53
Unsanitary,43.6479494,21.2851516,1984,41,1886000.0,1886000.0,4715000.0,46000.0,47.47,1186.81,141.53,489.94,tile_block_555_374.jpg,866.27
Unsanitary,44.56,22.56,1997,28,238000.0,238000.0,595000.0,8500.0,6.97,174.22,170.5,444.59,tile_block_355_571.jpg,307.73
Unsanitary,42.324183,21.633724,1995,30,115200.0,115200.0,288000.0,3840.0,3.29,82.35,177.38,392.65,tile_block_842_431.jpg,214.09
Unsanitary,43.5234,21.0821,1983,42,63000.0,63000.0,157500.0,1500.0,1.57,39.2,163.76,22.58,tile_block_583_342.jpg,158.33
Unsanitary,44.632601,19.789862,1994,31,65100.0,65100.0,162750.0,2100.0,1.84,45.99,455.95,19.46,tile_block_341_141.jpg,160.94
Unsanitary,42.3821709,22.0594989,1992,33,10560.0,10560.0,26400.0,320.0,0.29,7.29,363.66,260.75,tile_block_829_499.jpg,64.82
Unsanitary,43.026099,22.812156,1970,55,27500.0,27500.0,68750.0,500.0,0.6,14.88,374.06,411.52,tile_block_687_617.jpg,104.6
Unsanitary,43.3999438,21.0383712,1969,56,208000.0,208000.0,520000.0,3714.29,4.46,111.43,220.21,423.85,tile_block_609_335.jpg,287.68
Unsanitary,42.4572,21.79063,2015,10,84000.0,84000.0,210000.0,8400.0,2.97,74.21,168.48,362.57,tile_block_813_456.jpg,182.82
Unsanitary,42.456956,21.785286,1993,32,184800.0,184800.0,462000.0,5775.0,5.16,129.02,241.33,393.75,tile_block_813_455.jpg,271.16
Unsanitary,45.8621904,19.1159462,1991,34,1088000.0,1088000.0,2720000.0,32000.0,29.68,741.96,369.36,135.96,tile_block_72_43.jpg,657.95
Unsanitary,46.089054,20.017072,1981,44,351000.0,351000.0,877500.0,7977.27,8.54,213.6,484.94,250.33,tile_block_25_180.jpg,373.71
Unsanitary,43.3062479,21.3246058,1977,48,230400.0,230400.0,576000.0,4800.0,5.37,134.22,399.31,26.83,tile_block_630_380.jpg,302.78
Unsanitary,42.5813,21.5606,1980,45,424945.0,424945.0,1062362.5,9443.22,10.23,255.77,107.68,45.14,tile_block_787_419.jpg,411.19
Unsanitary,43.043,21.5106,2000,25,54405.0,54405.0,136012.5,2176.2,1.65,41.27,302.17,1.62,tile_block_687_410.jpg,147.13
Unsanitary,43.1409,21.5126,2003,22,51636.0,51636.0,129090.0,2347.09,1.62,40.59,398.62,392.8,tile_block_665_410.jpg,143.34
Unsanitary,43.021,21.5726,1988,37,182580.0,182580.0,456450.0,4934.59,4.81,120.25,248.84,364.12,tile_block_691_420.jpg,269.53
Unsanitary,44.8301833,20.8673946,1950,75,124800.0,124800.0,312000.0,1664.0,2.23,55.77,454.84,279.25,tile_block_299_308.jpg,222.84
Unsanitary,44.8511724,21.0400591,1950,75,62400.0,62400.0,156000.0,832.0,1.12,27.89,278.43,3.46,tile_block_295_335.jpg,157.57
Unsanitary,44.8023496,21.2041897,1950,75,62400.0,62400.0,156000.0,832.0,1.12,27.89,461.51,287.4,tile_block_305_360.jpg,157.57
Unsanitary,44.7849088,21.071952,1950,75,62400.0,62400.0,156000.0,832.0,1.12,27.89,245.1,194.54,tile_block_309_340.jpg,157.57
Unsanitary,44.8665327,20.977646,2010,15,12480.0,12480.0,31200.0,832.0,0.42,10.6,467.08,345.71,tile_block_291_325.jpg,70.47
Unsanitary,44.7701096,20.9094028,1950,75,62400.0,62400.0,156000.0,832.0,1.12,27.89,184.06,301.0,tile_block_312_315.jpg,157.57
Unsanitary,44.7467258,20.9630099,1980,45,466110.0,466110.0,1165275.0,10358.0,11.22,280.55,328.8,341.86,tile_block_317_323.jpg,430.65
Unsanitary,44.7147421,20.8746521,2003,22,18304.0,18304.0,45760.0,832.0,0.58,14.39,496.77,303.7,tile_block_324_309.jpg,85.34
Unsanitary,44.729943,21.193231,1985,40,200000.0,200000.0,500000.0,5000.0,5.09,127.28,125.93,140.64,tile_block_321_359.jpg,282.09
Unsanitary,44.643901,21.179896,1989,36,1050000.0,1050000.0,2625000.0,29166.67,27.98,699.57,115.11,484.71,tile_block_339_357.jpg,646.36
Unsanitary,43.126827,21.221966,2003,22,96228.0,96228.0,240570.0,4374.0,3.03,75.64,319.83,11.22,tile_block_669_364.jpg,195.67
Unsanitary,44.1,21.3,1995,30,380.0,380.0,950.0,12.67,0.01,0.27,132.8,454.53,tile_block_457_376.jpg,12.3
Unsanitary,43.88001,20.38266,1973,52,39.0,39.0,97.5,0.75,0.0,0.02,254.64,170.84,tile_block_505_232.jpg,3.94
Unsanitary,46.075846,20.1027,1984,41,190117.0,190117.0,475292.5,4637.0,4.79,119.64,432.08,260.1,tile_block_28_193.jpg,275.04
Unsanitary,43.2660422,21.7040037,2000,25,541800.0,541800.0,1354500.0,21672.0,16.44,411.04,487.08,206.4,tile_block_638_440.jpg,464.3
Unsanitary,44.269656,19.9249978,1990,35,1505000.0,1505000.0,3762500.0,43000.0,40.58,1014.43,404.83,36.49,tile_block_420_161.jpg,773.83
Unsanitary,45.0,18.0,1978,47,338400.0,338400.0,846000.0,7200.0,7.97,199.28,282.97,84.5,tile_block_254_-133.jpg,366.94
Unsanitary,45.787467,19.618383,1987,38,119320.0,119320.0,298300.0,3140.0,3.11,77.69,314.61,19.8,tile_block_90_119.jpg,217.89
Unsanitary,45.044369,20.860375,2000,25,25000.0,25000.0,62500.0,1000.0,0.76,18.97,452.91,37.27,tile_block_253_307.jpg,99.74
Unsanitary,45.060005,21.018658,2000,25,37500.0,37500.0,93750.0,1500.0,1.14,28.45,118.0,357.6,tile_block_249_332.jpg,122.15
